travelCode,userCode,from,to,flightType,price_flight,time,distance,agency,date_flight,year,month,day,day_of_week,name,place,days,price_hotel,total,date_hotel,booking_month
2283,20,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2021-01-09,2021,1,9,Saturday,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-01-07,1
2284,20,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,2021-01-14,2021,1,14,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2021-01-14,1
2284,20,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,2021-01-17,2021,1,17,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2021-01-14,1
2285,20,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,2021-01-21,2021,1,21,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-01-21,1
2285,20,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,2021-01-23,2021,1,23,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-01-21,1
2288,20,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2021-02-11,2021,2,11,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-02-11,2
2288,20,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2021-02-15,2021,2,15,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-02-11,2
2290,20,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2021-02-25,2021,2,25,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2021-02-25,2
2290,20,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,2021-02-27,2021,2,27,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2021-02-25,2
2292,20,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,2021-03-11,2021,3,11,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-03-11,3
2292,20,Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,0.48,183.37,CloudFy,2021-03-15,2021,3,15,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-03-11,3
2298,21,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,2019-10-31,2019,10,31,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-31,10
2298,21,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,2019-11-04,2019,11,4,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-10-31,10
2317,21,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,2020-03-12,2020,3,12,Thursday,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-12,3
2317,21,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,2020-03-13,2020,3,13,Friday,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-12,3
2319,21,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,2020-03-26,2020,3,26,Thursday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-26,3
2319,21,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,2020-03-29,2020,3,29,Sunday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-26,3
2323,21,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,2020-04-23,2020,4,23,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-23,4
2323,21,Salvador (BH),Brasilia (DF),firstClass,1040.84,1.76,676.56,Rainbow,2020-04-25,2020,4,25,Saturday,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-23,4
2325,21,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,2020-05-07,2020,5,7,Thursday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-07,5
2325,21,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2020-05-10,2020,5,10,Sunday,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-07,5
2327,21,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,2020-05-21,2020,5,21,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-21,5
2327,21,Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,2.3,885.57,CloudFy,2020-05-23,2020,5,23,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-21,5
2329,21,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,2020-06-04,2020,6,4,Thursday,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-04,6
2329,21,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,2020-06-08,2020,6,8,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-04,6
2337,21,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,2020-07-30,2020,7,30,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2020-07-30,7
2337,21,Salvador (BH),Brasilia (DF),firstClass,1040.84,1.76,676.56,Rainbow,2020-08-02,2020,8,2,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2020-07-30,7
2344,21,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2020-09-17,2020,9,17,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-09-17,9
2344,21,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,2020-09-21,2020,9,21,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-09-17,9
2348,21,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2020-10-15,2020,10,15,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2020-10-15,10
2348,21,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2020-10-18,2020,10,18,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2020-10-15,10
2352,21,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2020-11-12,2020,11,12,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-11-12,11
2352,21,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2020-11-13,2020,11,13,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-11-12,11
2356,21,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,2020-12-10,2020,12,10,Thursday,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-10,12
2356,21,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,2020-12-11,2020,12,11,Friday,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-10,12
2358,21,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2020-12-24,2020,12,24,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-12-24,12
2358,21,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2020-12-28,2020,12,28,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-12-24,12
2362,21,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,2021-01-21,2021,1,21,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-01-21,1
2362,21,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,2021-01-25,2021,1,25,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-01-21,1
2363,21,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2021-01-28,2021,1,28,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-01-28,1
2363,21,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2021-02-01,2021,2,1,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-01-28,1
2364,21,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2021-02-04,2021,2,4,Thursday,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-02-04,2
2364,21,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2021-02-08,2021,2,8,Monday,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-02-04,2
2365,21,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2021-02-11,2021,2,11,Thursday,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-02-11,2
2365,21,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2021-02-13,2021,2,13,Saturday,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-02-11,2
2367,21,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,2021-02-25,2021,2,25,Thursday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-02-25,2
2367,21,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,2021-02-26,2021,2,26,Friday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-02-25,2
2378,21,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,2021-05-13,2021,5,13,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-05-13,5
2378,21,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,2021-05-17,2021,5,17,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-05-13,5
2383,21,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2021-06-17,2021,6,17,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-06-17,6
2383,21,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,2021-06-20,2021,6,20,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-06-17,6
2387,21,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,2021-07-15,2021,7,15,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2021-07-15,7
2387,21,Salvador (BH),Aracaju (SE),firstClass,1531.92,2.16,830.86,CloudFy,2021-07-18,2021,7,18,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2021-07-15,7
2389,21,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2021-07-29,2021,7,29,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2021-07-29,7
2389,21,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2021-07-30,2021,7,30,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2021-07-29,7
2393,21,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2021-08-26,2021,8,26,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-26,8
2393,21,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2021-08-29,2021,8,29,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-26,8
2396,21,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,2021-09-16,2021,9,16,Thursday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-09-16,9
2396,21,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,2021-09-19,2021,9,19,Sunday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-09-16,9
2400,21,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,2021-10-14,2021,10,14,Thursday,Hotel K,Salvador (BH),4,263.41,1053.64,2021-10-14,10
2400,21,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,2021-10-18,2021,10,18,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2021-10-14,10
2401,21,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,2021-10-21,2021,10,21,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-10-21,10
2401,21,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,2021-10-25,2021,10,25,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-10-21,10
2405,21,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,2021-11-18,2021,11,18,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-11-18,11
2405,21,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,2021-11-20,2021,11,20,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-11-18,11
2406,21,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,2021-11-25,2021,11,25,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-11-25,11
2406,21,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,2021-11-27,2021,11,27,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-11-25,11
2408,21,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2021-12-09,2021,12,9,Thursday,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-12-09,12
2408,21,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2021-12-12,2021,12,12,Sunday,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-12-09,12
2414,21,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2022-01-20,2022,1,20,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-01-20,1
2414,21,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2022-01-21,2022,1,21,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-01-20,1
2417,21,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,2022-02-10,2022,2,10,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-02-10,2
2417,21,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2022-02-12,2022,2,12,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-02-10,2
2422,21,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,2022-03-17,2022,3,17,Thursday,Hotel BD,Natal (RN),3,242.88,728.64,2022-03-17,3
2422,21,Natal (RN),Brasilia (DF),premium,898.46,1.43,550.69,CloudFy,2022-03-20,2022,3,20,Sunday,Hotel BD,Natal (RN),3,242.88,728.64,2022-03-17,3
2423,21,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,2022-03-24,2022,3,24,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-03-24,3
2423,21,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-03-25,2022,3,25,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-03-24,3
2429,21,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2022-05-05,2022,5,5,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2022-05-05,5
2429,21,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2022-05-08,2022,5,8,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2022-05-05,5
2442,21,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,2022-08-04,2022,8,4,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2022-08-04,8
2442,21,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,2022-08-07,2022,8,7,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2022-08-04,8
2445,21,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,2022-08-25,2022,8,25,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-08-25,8
2445,21,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,2022-08-26,2022,8,26,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-08-25,8
2448,21,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2022-09-15,2022,9,15,Thursday,Hotel AU,Recife (PE),4,312.83,1251.32,2022-09-15,9
2448,21,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2022-09-19,2022,9,19,Monday,Hotel AU,Recife (PE),4,312.83,1251.32,2022-09-15,9
2450,21,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,2022-09-29,2022,9,29,Thursday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-09-29,9
2450,21,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,2022-10-02,2022,10,2,Sunday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-09-29,9
2453,21,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2022-10-20,2022,10,20,Thursday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-10-20,10
2453,21,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,2022-10-21,2022,10,21,Friday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-10-20,10
2454,21,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,2022-10-27,2022,10,27,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-27,10
2454,21,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,2022-10-28,2022,10,28,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-27,10
2461,21,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,2022-12-15,2022,12,15,Thursday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-12-15,12
2461,21,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,2022-12-18,2022,12,18,Sunday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-12-15,12
2463,21,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,2022-12-29,2022,12,29,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-12-29,12
2463,21,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,2023-01-02,2023,1,2,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-12-29,12
2465,21,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,2023-01-12,2023,1,12,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2023-01-12,1
2465,21,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2023-01-13,2023,1,13,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2023-01-12,1
2467,21,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2023-01-26,2023,1,26,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2023-01-26,1
2467,21,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,2023-01-27,2023,1,27,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2023-01-26,1
2469,21,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2023-02-09,2023,2,9,Thursday,Hotel BD,Natal (RN),2,242.88,485.76,2023-02-09,2
2469,21,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2023-02-11,2023,2,11,Saturday,Hotel BD,Natal (RN),2,242.88,485.76,2023-02-09,2
2476,21,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,2023-03-30,2023,3,30,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2023-03-30,3
2476,21,Salvador (BH),Brasilia (DF),premium,882.86,1.76,676.56,Rainbow,2023-04-01,2023,4,1,Saturday,Hotel K,Salvador (BH),2,263.41,526.82,2023-03-30,3
2479,21,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,2023-04-20,2023,4,20,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2023-04-20,4
2479,21,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2023-04-22,2023,4,22,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2023-04-20,4
2482,21,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2023-05-11,2023,5,11,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-05-11,5
2482,21,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,2023-05-12,2023,5,12,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-05-11,5
2483,21,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,2023-05-18,2023,5,18,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-05-18,5
2483,21,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2023-05-19,2023,5,19,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-05-18,5
2484,21,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,2023-05-25,2023,5,25,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2023-05-25,5
2484,21,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,2023-05-29,2023,5,29,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2023-05-25,5
2486,21,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,2023-06-08,2023,6,8,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-06-08,6
2486,21,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,2023-06-10,2023,6,10,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-06-08,6
2488,21,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,2023-06-22,2023,6,22,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-06-22,6
2488,21,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2023-06-23,2023,6,23,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-06-22,6
2489,21,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2023-06-29,2023,6,29,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2023-06-29,6
2489,21,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2023-07-03,2023,7,3,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2023-06-29,6
2495,22,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2019-10-17,2019,10,17,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-17,10
2495,22,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,2019-10-21,2019,10,21,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-17,10
2499,22,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2019-11-14,2019,11,14,Thursday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-11-14,11
2499,22,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,2019-11-15,2019,11,15,Friday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-11-14,11
2503,22,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2019-12-12,2019,12,12,Thursday,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-12-12,12
2503,22,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2019-12-13,2019,12,13,Friday,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-12-12,12
2504,22,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,2019-12-19,2019,12,19,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-19,12
2504,22,Salvador (BH),Recife (PE),premium,1103.23,2.05,788.55,Rainbow,2019-12-21,2019,12,21,Saturday,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-19,12
2507,22,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2020-01-09,2020,1,9,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-09,1
2507,22,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,2020-01-11,2020,1,11,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-09,1
2513,22,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,2020-02-20,2020,2,20,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-20,2
2513,22,Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,0.48,183.37,CloudFy,2020-02-21,2020,2,21,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-20,2
2514,22,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2020-02-27,2020,2,27,Thursday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-02-27,2
2514,22,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2020-03-02,2020,3,2,Monday,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-02-27,2
2522,22,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,2020-04-23,2020,4,23,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-04-23,4
2522,22,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,2020-04-27,2020,4,27,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-04-23,4
2523,22,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,2020-04-30,2020,4,30,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2020-04-30,4
2523,22,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,2020-05-03,2020,5,3,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2020-04-30,4
2525,22,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2020-05-14,2020,5,14,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-14,5
2525,22,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,2020-05-18,2020,5,18,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-14,5
2526,22,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2020-05-21,2020,5,21,Thursday,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-05-21,5
